24
12.31680478046153 (0 2 3 4 5 1)
12.31680478046153 (0 2 3 5 4 1)
12.31680478046153 (0 2 4 3 5 1)
12.31680478046153 (0 2 4 5 3 1)
12.31680478046153 (0 2 5 3 4 1)
12.31680478046153 (0 2 5 4 3 1)
12.31680478046153 (0 3 2 4 5 1)
12.31680478046153 (0 3 2 5 4 1)
12.31680478046153 (0 3 4 2 5 1)
12.31680478046153 (0 3 4 5 2 1)
12.31680478046153 (0 3 5 2 4 1)
12.31680478046153 (0 3 5 4 2 1)
12.31680478046153 (0 4 2 3 5 1)
12.31680478046153 (0 4 2 5 3 1)
12.31680478046153 (0 4 3 2 5 1)
12.31680478046153 (0 4 3 5 2 1)
12.31680478046153 (0 4 5 2 3 1)
12.31680478046153 (0 4 5 3 2 1)
12.31680478046153 (0 5 2 3 4 1)
12.31680478046153 (0 5 2 4 3 1)
12.31680478046153 (0 5 3 2 4 1)
12.31680478046153 (0 5 3 4 2 1)
12.31680478046153 (0 5 4 2 3 1)
12.31680478046153 (0 5 4 3 2 1)
